,cv_id,score
65,5b39b816611c19891b6359c7,0.27285832692395096
93,5b13f9d4611c47ba2871095c,0.27244547169356814
71,5b1147a8611c2aae73b9b367,0.26521007175979006
29,5a983a73f0f0df3ee1b0ed3e,0.2557818001939475
83,5c6772f7f0f02440490aa66a,0.2554444237873994
56,5b7bbf4ef0f07b8bfa5f88ae,0.2545689627778942
47,58751c98f0f0bf89e981513d,0.25297591201431247
81,5ba0a9d5f0f04220dd59b61f,0.243496273151671
92,5b0b685b611c023fbe918a6e,0.24344913817108585
67,5b594e75611c34fcbce8c063,0.23940858381584199
97,58b90b69b12247ace43bcc99,0.23300561219162563
98,5c00bee5f0f0876e68cc2dbf,0.22957364396010949
45,586fde19f0f0648ce714ca15,0.22350906801806272
10,5b2bde2d611cf2b142c1d06f,0.2150352394057617
61,5b2b76ba611cf2b142873d0c,0.17338966297710456
74,5b782a85f0f079b3bb0ac407,0.16691245486626485
66,59213af2f0f0c1690d5b8264,0.1635334560632897
17,58e5ae6df0f014cf1e37056e,0.15417592612414008
82,5b8e5e42f0f09d58d41215cb,0.14224997179591858
46,59298aabf0f0e0e2bd4ed241,0.12151621397772858
99,5b72a24df0f00fbf8a771610,0.11722902647470715
77,5ac58242f0f0d272770cca9f,0.025867727127955497
88,5b1bfddf611c49548fa340fd,0.0
79,5a4b9588f0f0b497f6c4d803,0.0
